Instan,TanggalWaktu,Musim,Tahun,Bulan,Libur,HariKerja,HariKerjaAktif,KondisiCuaca,Suhu,SuhuTerasa,Kelembaban,KecepatanAngin,Kasual,Terdaftar,Jumlah,Suhu Celcius,SuhuTerasa Celcius
601,2012-08-23,Musim Gugur,2012,8,0,4,1,1,0.695833,0.637008,0.635833,0.0845958,1363,6402,7765,28.529153,31.8504
602,2012-08-24,Musim Gugur,2012,8,0,5,1,2,0.7025,0.6471,0.615,0.0721458,1325,6257,7582,28.802500000000002,32.355000000000004
603,2012-08-25,Musim Gugur,2012,8,0,6,0,2,0.661667,0.618696,0.712917,0.244408,1829,4224,6053,27.128347,30.934800000000003
604,2012-08-26,Musim Gugur,2012,8,0,0,0,2,0.653333,0.595996,0.845833,0.228858,1483,3772,5255,26.786653,29.799799999999998
605,2012-08-27,Musim Gugur,2012,8,0,1,1,1,0.703333,0.654688,0.730417,0.128733,989,5928,6917,28.836653,32.7344
606,2012-08-28,Musim Gugur,2012,8,0,2,1,1,0.728333,0.66605,0.62,0.190925,935,6105,7040,29.861653,33.3025
607,2012-08-29,Musim Gugur,2012,8,0,3,1,1,0.685,0.635733,0.552083,0.112562,1177,6520,7697,28.085,31.786649999999998
608,2012-08-30,Musim Gugur,2012,8,0,4,1,1,0.706667,0.652779,0.590417,0.0771167,1172,6541,7713,28.973347,32.63895
609,2012-08-31,Musim Gugur,2012,8,0,5,1,1,0.764167,0.6894,0.5875,0.168533,1433,5917,7350,31.330847000000002,34.47
610,2012-09-01,Musim Gugur,2012,9,0,6,0,2,0.753333,0.702654,0.638333,0.113187,2352,3788,6140,30.886653000000003,35.1327
611,2012-09-02,Musim Gugur,2012,9,0,0,0,2,0.696667,0.649,0.815,0.0640708,2613,3197,5810,28.563347,32.45
612,2012-09-03,Musim Gugur,2012,9,1,1,0,1,0.7075,0.661629,0.790833,0.151121,1965,4069,6034,29.0075,33.081450000000004
613,2012-09-04,Musim Gugur,2012,9,0,2,1,1,0.725833,0.686888,0.755,0.236321,867,5997,6864,29.759152999999998,34.3444
614,2012-09-05,Musim Gugur,2012,9,0,3,1,1,0.736667,0.708983,0.74125,0.187808,832,6280,7112,30.203346999999997,35.44915
615,2012-09-06,Musim Gugur,2012,9,0,4,1,2,0.696667,0.655329,0.810417,0.142421,611,5592,6203,28.563347,32.766450000000006
616,2012-09-07,Musim Gugur,2012,9,0,5,1,1,0.703333,0.657204,0.73625,0.171646,1045,6459,7504,28.836653,32.8602
617,2012-09-08,Musim Gugur,2012,9,0,6,0,2,0.659167,0.611121,0.799167,0.281104,1557,4419,5976,27.025847,30.556050000000003
618,2012-09-09,Musim Gugur,2012,9,0,0,0,1,0.61,0.578925,0.5475,0.224496,2570,5657,8227,25.009999999999998,28.946250000000003
619,2012-09-10,Musim Gugur,2012,9,0,1,1,1,0.583333,0.565654,0.50375,0.258713,1118,6407,7525,23.916653,28.2827
620,2012-09-11,Musim Gugur,2012,9,0,2,1,1,0.5775,0.554292,0.52,0.0920542,1070,6697,7767,23.677500000000002,27.7146
621,2012-09-12,Musim Gugur,2012,9,0,3,1,1,0.599167,0.570075,0.577083,0.131846,1050,6820,7870,24.565847,28.50375
622,2012-09-13,Musim Gugur,2012,9,0,4,1,1,0.6125,0.579558,0.637083,0.0827208,1054,6750,7804,25.1125,28.9779
623,2012-09-14,Musim Gugur,2012,9,0,5,1,1,0.633333,0.594083,0.6725,0.103863,1379,6630,8009,25.966653,29.704150000000002
624,2012-09-15,Musim Gugur,2012,9,0,6,0,1,0.608333,0.585867,0.501667,0.247521,3160,5554,8714,24.941653000000002,29.29335
625,2012-09-16,Musim Gugur,2012,9,0,0,0,1,0.58,0.563125,0.57,0.0901833,2166,5167,7333,23.779999999999998,28.15625
626,2012-09-17,Musim Gugur,2012,9,0,1,1,2,0.580833,0.55305,0.734583,0.151742,1022,5847,6869,23.814153,27.652500000000003
627,2012-09-18,Musim Gugur,2012,9,0,2,1,2,0.623333,0.565067,0.8725,0.357587,371,3702,4073,25.556653,28.253349999999998
628,2012-09-19,Musim Gugur,2012,9,0,3,1,1,0.5525,0.540404,0.536667,0.215175,788,6803,7591,22.6525,27.0202
629,2012-09-20,Musim Gugur,2012,9,0,4,1,1,0.546667,0.532192,0.618333,0.118167,939,6781,7720,22.413347,26.6096
630,2012-09-21,Musim Gugur,2012,9,0,5,1,1,0.599167,0.571971,0.66875,0.154229,1250,6917,8167,24.565847,28.59855
631,2012-09-22,Musim Gugur,2012,9,0,6,0,1,0.65,0.610488,0.646667,0.283583,2512,5883,8395,26.650000000000002,30.5244
632,2012-09-23,Musim Dingin,2012,9,0,0,0,1,0.529167,0.518933,0.467083,0.223258,2454,5453,7907,21.695847,25.946649999999998
633,2012-09-24,Musim Dingin,2012,9,0,1,1,1,0.514167,0.502513,0.492917,0.142404,1001,6435,7436,21.080847000000002,25.12565
634,2012-09-25,Musim Dingin,2012,9,0,2,1,1,0.55,0.544179,0.57,0.236321,845,6693,7538,22.55,27.208949999999998
635,2012-09-26,Musim Dingin,2012,9,0,3,1,1,0.635,0.596613,0.630833,0.2444,787,6946,7733,26.035,29.83065
636,2012-09-27,Musim Dingin,2012,9,0,4,1,2,0.65,0.607975,0.690833,0.134342,751,6642,7393,26.650000000000002,30.398750000000003
637,2012-09-28,Musim Dingin,2012,9,0,5,1,2,0.619167,0.585863,0.69,0.164179,1045,6370,7415,25.385847000000002,29.29315
638,2012-09-29,Musim Dingin,2012,9,0,6,0,1,0.5425,0.530296,0.542917,0.227604,2589,5966,8555,22.2425,26.5148
639,2012-09-30,Musim Dingin,2012,9,0,0,0,1,0.526667,0.517663,0.583333,0.134958,2015,4874,6889,21.593347,25.88315
640,2012-10-01,Musim Dingin,2012,10,0,1,1,2,0.520833,0.512,0.649167,0.0908042,763,6015,6778,21.354153,25.6
641,2012-10-02,Musim Dingin,2012,10,0,2,1,3,0.590833,0.542333,0.871667,0.104475,315,4324,4639,24.224153,27.116649999999996
642,2012-10-03,Musim Dingin,2012,10,0,3,1,2,0.6575,0.599133,0.79375,0.0665458,728,6844,7572,26.9575,29.95665
643,2012-10-04,Musim Dingin,2012,10,0,4,1,2,0.6575,0.607975,0.722917,0.117546,891,6437,7328,26.9575,30.398750000000003
644,2012-10-05,Musim Dingin,2012,10,0,5,1,1,0.615,0.580187,0.6275,0.10635,1516,6640,8156,25.215,29.00935
645,2012-10-06,Musim Dingin,2012,10,0,6,0,1,0.554167,0.538521,0.664167,0.268025,3031,4934,7965,22.720847,26.92605
646,2012-10-07,Musim Dingin,2012,10,0,0,0,2,0.415833,0.419813,0.708333,0.141162,781,2729,3510,17.049153,20.99065
647,2012-10-08,Musim Dingin,2012,10,1,1,0,2,0.383333,0.387608,0.709583,0.189679,874,4604,5478,15.716652999999999,19.3804
648,2012-10-09,Musim Dingin,2012,10,0,2,1,2,0.446667,0.438112,0.761667,0.1903,601,5791,6392,18.313347,21.9056
649,2012-10-10,Musim Dingin,2012,10,0,3,1,1,0.514167,0.503142,0.630833,0.187821,780,6911,7691,21.080847000000002,25.1571
650,2012-10-11,Musim Dingin,2012,10,0,4,1,1,0.435,0.431167,0.463333,0.181596,834,6736,7570,17.835,21.55835
651,2012-10-12,Musim Dingin,2012,10,0,5,1,1,0.4375,0.433071,0.539167,0.235092,1060,6222,7282,17.9375,21.65355
652,2012-10-13,Musim Dingin,2012,10,0,6,0,1,0.393333,0.391396,0.494583,0.146142,2252,4857,7109,16.126653,19.5698
653,2012-10-14,Musim Dingin,2012,10,0,0,0,1,0.521667,0.508204,0.640417,0.278612,2080,4559,6639,21.388347,25.4102
654,2012-10-15,Musim Dingin,2012,10,0,1,1,2,0.561667,0.53915,0.7075,0.296037,760,5115,5875,23.028347,26.9575
655,2012-10-16,Musim Dingin,2012,10,0,2,1,1,0.468333,0.460846,0.558333,0.182221,922,6612,7534,19.201653,23.042299999999997
656,2012-10-17,Musim Dingin,2012,10,0,3,1,1,0.455833,0.450108,0.692917,0.101371,979,6482,7461,18.689153,22.5054
657,2012-10-18,Musim Dingin,2012,10,0,4,1,2,0.5225,0.512625,0.728333,0.236937,1008,6501,7509,21.4225,25.63125
658,2012-10-19,Musim Dingin,2012,10,0,5,1,2,0.563333,0.537896,0.815,0.134954,753,4671,5424,23.096653,26.894800000000004
659,2012-10-20,Musim Dingin,2012,10,0,6,0,1,0.484167,0.472842,0.572917,0.117537,2806,5284,8090,19.850847,23.6421
660,2012-10-21,Musim Dingin,2012,10,0,0,0,1,0.464167,0.456429,0.51,0.166054,2132,4692,6824,19.030847,22.82145
661,2012-10-22,Musim Dingin,2012,10,0,1,1,1,0.4875,0.482942,0.568333,0.0814833,830,6228,7058,19.9875,24.1471
662,2012-10-23,Musim Dingin,2012,10,0,2,1,1,0.544167,0.530304,0.641667,0.0945458,841,6625,7466,22.310847,26.5152
663,2012-10-24,Musim Dingin,2012,10,0,3,1,1,0.5875,0.558721,0.63625,0.0727792,795,6898,7693,24.087500000000002,27.93605
664,2012-10-25,Musim Dingin,2012,10,0,4,1,2,0.55,0.529688,0.800417,0.124375,875,6484,7359,22.55,26.4844
665,2012-10-26,Musim Dingin,2012,10,0,5,1,2,0.545833,0.52275,0.807083,0.132467,1182,6262,7444,22.379153000000002,26.137500000000003
666,2012-10-27,Musim Dingin,2012,10,0,6,0,2,0.53,0.515133,0.72,0.235692,2643,5209,7852,21.73,25.756649999999997
667,2012-10-28,Musim Dingin,2012,10,0,0,0,2,0.4775,0.467771,0.694583,0.398008,998,3461,4459,19.5775,23.38855
668,2012-10-29,Musim Dingin,2012,10,0,1,1,3,0.44,0.4394,0.88,0.3582,2,20,22,18.04,21.97
669,2012-10-30,Musim Dingin,2012,10,0,2,1,2,0.318182,0.309909,0.825455,0.213009,87,1009,1096,13.045462,15.49545
670,2012-10-31,Musim Dingin,2012,10,0,3,1,2,0.3575,0.3611,0.666667,0.166667,419,5147,5566,14.657499999999999,18.055
671,2012-11-01,Musim Dingin,2012,11,0,4,1,2,0.365833,0.369942,0.581667,0.157346,466,5520,5986,14.999153000000002,18.4971
672,2012-11-02,Musim Dingin,2012,11,0,5,1,1,0.355,0.356042,0.522083,0.266175,618,5229,5847,14.555,17.802100000000003
673,2012-11-03,Musim Dingin,2012,11,0,6,0,2,0.343333,0.323846,0.49125,0.270529,1029,4109,5138,14.076653,16.1923
674,2012-11-04,Musim Dingin,2012,11,0,0,0,1,0.325833,0.329538,0.532917,0.179108,1201,3906,5107,13.359153,16.4769
675,2012-11-05,Musim Dingin,2012,11,0,1,1,1,0.319167,0.308075,0.494167,0.236325,378,4881,5259,13.085847,15.403749999999999
676,2012-11-06,Musim Dingin,2012,11,0,2,1,1,0.280833,0.281567,0.567083,0.173513,466,5220,5686,11.514153,14.07835
677,2012-11-07,Musim Dingin,2012,11,0,3,1,2,0.295833,0.274621,0.5475,0.304108,326,4709,5035,12.129153,13.73105
678,2012-11-08,Musim Dingin,2012,11,0,4,1,1,0.352174,0.341891,0.333478,0.347835,340,4975,5315,14.439134,17.09455
679,2012-11-09,Musim Dingin,2012,11,0,5,1,1,0.361667,0.355413,0.540833,0.214558,709,5283,5992,14.828347,17.77065
680,2012-11-10,Musim Dingin,2012,11,0,6,0,1,0.389167,0.393937,0.645417,0.0578458,2090,4446,6536,15.955846999999999,19.696849999999998
681,2012-11-11,Musim Dingin,2012,11,0,0,0,1,0.420833,0.421713,0.659167,0.1275,2290,4562,6852,17.254153000000002,21.08565
682,2012-11-12,Musim Dingin,2012,11,1,1,0,1,0.485,0.475383,0.741667,0.173517,1097,5172,6269,19.884999999999998,23.76915
683,2012-11-13,Musim Dingin,2012,11,0,2,1,2,0.343333,0.323225,0.662917,0.342046,327,3767,4094,14.076653,16.16125
684,2012-11-14,Musim Dingin,2012,11,0,3,1,1,0.289167,0.281563,0.552083,0.199625,373,5122,5495,11.855847,14.07815
685,2012-11-15,Musim Dingin,2012,11,0,4,1,2,0.321667,0.324492,0.620417,0.152987,320,5125,5445,13.188346999999998,16.2246
686,2012-11-16,Musim Dingin,2012,11,0,5,1,1,0.345,0.347204,0.524583,0.171025,484,5214,5698,14.145,17.3602
687,2012-11-17,Musim Dingin,2012,11,0,6,0,1,0.325,0.326383,0.545417,0.179729,1313,4316,5629,13.325000000000001,16.31915
688,2012-11-18,Musim Dingin,2012,11,0,0,0,1,0.3425,0.337746,0.692917,0.227612,922,3747,4669,14.0425,16.8873
689,2012-11-19,Musim Dingin,2012,11,0,1,1,2,0.380833,0.375621,0.623333,0.235067,449,5050,5499,15.614152999999998,18.78105
690,2012-11-20,Musim Dingin,2012,11,0,2,1,2,0.374167,0.380667,0.685,0.082725,534,5100,5634,15.340847000000002,19.03335
691,2012-11-21,Musim Dingin,2012,11,0,3,1,1,0.353333,0.364892,0.61375,0.103246,615,4531,5146,14.486653,18.2446
692,2012-11-22,Musim Dingin,2012,11,1,4,0,1,0.34,0.350371,0.580417,0.0528708,955,1470,2425,13.940000000000001,17.518549999999998
693,2012-11-23,Musim Dingin,2012,11,0,5,1,1,0.368333,0.378779,0.56875,0.148021,1603,2307,3910,15.101653,18.93895
694,2012-11-24,Musim Dingin,2012,11,0,6,0,1,0.278333,0.248742,0.404583,0.376871,532,1745,2277,11.411653,12.4371
695,2012-11-25,Musim Dingin,2012,11,0,0,0,1,0.245833,0.257583,0.468333,0.1505,309,2115,2424,10.079153,12.879150000000001
696,2012-11-26,Musim Dingin,2012,11,0,1,1,1,0.313333,0.339004,0.535417,0.04665,337,4750,5087,12.846652999999998,16.950200000000002
697,2012-11-27,Musim Dingin,2012,11,0,2,1,2,0.291667,0.281558,0.786667,0.237562,123,3836,3959,11.958347,14.0779
698,2012-11-28,Musim Dingin,2012,11,0,3,1,1,0.296667,0.289762,0.50625,0.210821,198,5062,5260,12.163347,14.488100000000001
699,2012-11-29,Musim Dingin,2012,11,0,4,1,1,0.28087,0.298422,0.555652,0.115522,243,5080,5323,11.51567,14.921100000000001
700,2012-11-30,Musim Dingin,2012,11,0,5,1,1,0.298333,0.323867,0.649583,0.0584708,362,5306,5668,12.231653000000001,16.193350000000002
701,2012-12-01,Musim Dingin,2012,12,0,6,0,2,0.298333,0.316904,0.806667,0.0597042,951,4240,5191,12.231653000000001,15.8452
702,2012-12-02,Musim Dingin,2012,12,0,0,0,2,0.3475,0.359208,0.823333,0.124379,892,3757,4649,14.247499999999999,17.9604
703,2012-12-03,Musim Dingin,2012,12,0,1,1,1,0.4525,0.455796,0.7675,0.0827208,555,5679,6234,18.552500000000002,22.7898
704,2012-12-04,Musim Dingin,2012,12,0,2,1,1,0.475833,0.469054,0.73375,0.174129,551,6055,6606,19.509153,23.4527
705,2012-12-05,Musim Dingin,2012,12,0,3,1,1,0.438333,0.428012,0.485,0.324021,331,5398,5729,17.971653,21.4006
706,2012-12-06,Musim Dingin,2012,12,0,4,1,1,0.255833,0.258204,0.50875,0.174754,340,5035,5375,10.489152999999998,12.9102
707,2012-12-07,Musim Dingin,2012,12,0,5,1,2,0.320833,0.321958,0.764167,0.1306,349,4659,5008,13.154152999999999,16.097900000000003
708,2012-12-08,Musim Dingin,2012,12,0,6,0,2,0.381667,0.389508,0.91125,0.101379,1153,4429,5582,15.648347,19.4754
709,2012-12-09,Musim Dingin,2012,12,0,0,0,2,0.384167,0.390146,0.905417,0.157975,441,2787,3228,15.750846999999998,19.5073
710,2012-12-10,Musim Dingin,2012,12,0,1,1,2,0.435833,0.435575,0.925,0.190308,329,4841,5170,17.869153,21.77875
711,2012-12-11,Musim Dingin,2012,12,0,2,1,2,0.353333,0.338363,0.596667,0.296037,282,5219,5501,14.486653,16.91815
712,2012-12-12,Musim Dingin,2012,12,0,3,1,2,0.2975,0.297338,0.538333,0.162937,310,5009,5319,12.1975,14.8669
713,2012-12-13,Musim Dingin,2012,12,0,4,1,1,0.295833,0.294188,0.485833,0.174129,425,5107,5532,12.129153,14.7094
714,2012-12-14,Musim Dingin,2012,12,0,5,1,1,0.281667,0.294192,0.642917,0.131229,429,5182,5611,11.548347,14.7096
715,2012-12-15,Musim Dingin,2012,12,0,6,0,1,0.324167,0.338383,0.650417,0.10635,767,4280,5047,13.290847,16.91915
716,2012-12-16,Musim Dingin,2012,12,0,0,0,2,0.3625,0.369938,0.83875,0.100742,538,3248,3786,14.862499999999999,18.4969
717,2012-12-17,Musim Dingin,2012,12,0,1,1,2,0.393333,0.4015,0.907083,0.0982583,212,4373,4585,16.126653,20.075000000000003
718,2012-12-18,Musim Dingin,2012,12,0,2,1,1,0.410833,0.409708,0.66625,0.221404,433,5124,5557,16.844153,20.485400000000002
719,2012-12-19,Musim Dingin,2012,12,0,3,1,1,0.3325,0.342162,0.625417,0.184092,333,4934,5267,13.6325,17.1081
720,2012-12-20,Musim Dingin,2012,12,0,4,1,2,0.33,0.335217,0.667917,0.132463,314,3814,4128,13.530000000000001,16.760849999999998
721,2012-12-21,Musim Semi,2012,12,0,5,1,2,0.326667,0.301767,0.556667,0.374383,221,3402,3623,13.393346999999999,15.08835
722,2012-12-22,Musim Semi,2012,12,0,6,0,1,0.265833,0.236113,0.44125,0.407346,205,1544,1749,10.899153,11.80565
723,2012-12-23,Musim Semi,2012,12,0,0,0,1,0.245833,0.259471,0.515417,0.133083,408,1379,1787,10.079153,12.97355
724,2012-12-24,Musim Semi,2012,12,0,1,1,2,0.231304,0.2589,0.791304,0.0772304,174,746,920,9.483464,12.945
725,2012-12-25,Musim Semi,2012,12,1,2,0,2,0.291304,0.294465,0.734783,0.168726,440,573,1013,11.943464,14.723249999999998
726,2012-12-26,Musim Semi,2012,12,0,3,1,3,0.243333,0.220333,0.823333,0.316546,9,432,441,9.976652999999999,11.01665
727,2012-12-27,Musim Semi,2012,12,0,4,1,2,0.254167,0.226642,0.652917,0.350133,247,1867,2114,10.420846999999998,11.3321
728,2012-12-28,Musim Semi,2012,12,0,5,1,2,0.253333,0.255046,0.59,0.155471,644,2451,3095,10.386652999999999,12.7523
729,2012-12-29,Musim Semi,2012,12,0,6,0,2,0.253333,0.2424,0.752917,0.124383,159,1182,1341,10.386652999999999,12.120000000000001
730,2012-12-30,Musim Semi,2012,12,0,0,0,1,0.255833,0.2317,0.483333,0.350754,364,1432,1796,10.489152999999998,11.584999999999999
731,2012-12-31,Musim Semi,2012,12,0,1,1,2,0.215833,0.223487,0.5775,0.154846,439,2290,2729,8.849153,11.17435
